Date,Open,High,Low,Close,Volume
05/07/2017,143.69,144.79,142.7237,144.09,20758795
03/07/2017,144.88,145.3001,143.1,143.5,14276812
30/06/2017,144.45,144.96,143.78,144.02,22328979
29/06/2017,144.71,145.13,142.28,143.68,31116980
28/06/2017,144.49,146.11,143.1601,145.83,21915939
27/06/2017,145.01,146.16,143.62,143.74,24423643
26/06/2017,147.17,148.28,145.38,145.82,25524661
23/06/2017,145.13,147.16,145.11,146.35,25997976
22/06/2017,145.77,146.7,145.1199,145.63,18673365
21/06/2017,145.52,146.0693,144.61,145.87,21064679
20/06/2017,146.87,146.87,144.94,145.01,24572170
19/06/2017,143.66,146.74,143.66,146.34,31449132
16/06/2017,143.78,144.5,142.2,142.27,49180748
15/06/2017,143.32,144.4798,142.21,144.29,31348832
14/06/2017,147.5,147.5,143.84,145.16,31224203
13/06/2017,147.16,147.45,145.15,146.59,33749154
12/06/2017,145.74,146.09,142.51,145.32,71563614
09/06/2017,155.19,155.19,146.02,148.98,64176149
08/06/2017,155.25,155.54,154.4,154.99,20771367
07/06/2017,155.02,155.98,154.48,155.37,20678772
06/06/2017,153.9,155.81,153.78,154.45,26249630
05/06/2017,154.34,154.45,153.46,153.93,24803858
02/06/2017,153.58,155.45,152.89,155.45,27285861
01/06/2017,153.17,153.33,152.22,153.18,16180143
31/05/2017,153.97,154.17,152.38,152.76,23162873
30/05/2017,153.42,154.43,153.33,153.67,20034934
26/05/2017,154.0,154.24,153.31,153.61,21632202
25/05/2017,153.73,154.35,153.03,153.87,19044463
24/05/2017,153.84,154.17,152.67,153.34,19118319
23/05/2017,154.9,154.9,153.31,153.8,19430358
22/05/2017,154.0,154.58,152.91,153.99,22340069
19/05/2017,153.38,153.98,152.63,152.96,26733798
18/05/2017,151.27,153.34,151.13,152.54,33159664
17/05/2017,153.6,154.57,149.71,150.25,49482818
16/05/2017,155.94,156.06,154.72,155.47,19904679
15/05/2017,156.01,156.65,155.05,155.7,25700983
12/05/2017,154.7,156.42,154.67,156.1,32221756
11/05/2017,152.45,154.07,152.31,153.95,25596687
10/05/2017,153.63,153.94,152.11,153.26,25670456
09/05/2017,153.87,154.88,153.45,153.96,35942435
08/05/2017,149.03,153.7,149.03,153.0,48339210
05/05/2017,146.76,148.98,146.76,148.96,26787359
04/05/2017,146.52,147.14,145.81,146.53,23275690
03/05/2017,145.59,147.49,144.27,147.06,45142806
02/05/2017,147.54,148.09,146.84,147.51,39752670
01/05/2017,145.1,147.2,144.96,146.6,32818760
28/04/2017,144.09,144.3,143.27,143.65,20247187
27/04/2017,143.9225,144.16,143.31,143.79,13948980
26/04/2017,144.47,144.6,143.3762,143.6508,19614287
25/04/2017,143.91,144.9,143.87,144.54,18216472
24/04/2017,143.5,143.95,143.18,143.64,17116599
21/04/2017,142.44,142.68,141.85,142.27,17320928
20/04/2017,141.22,142.92,141.16,142.44,23319562
19/04/2017,141.88,142.0,140.45,140.68,17328375
18/04/2017,141.41,142.04,141.11,141.2,14697544
17/04/2017,141.48,141.88,140.87,141.83,16582094
13/04/2017,141.91,142.38,141.05,141.05,17822880
12/04/2017,141.6,142.15,141.01,141.8,20350000
11/04/2017,142.94,143.35,140.06,141.63,30379376
10/04/2017,143.6,143.8792,142.9,143.17,18933397
07/04/2017,143.73,144.18,143.27,143.34,16658543
06/04/2017,144.29,144.52,143.45,143.66,21149034
05/04/2017,144.22,145.46,143.81,144.02,27717854
04/04/2017,143.25,144.89,143.17,144.77,19891354
03/04/2017,143.71,144.12,143.05,143.7,19985714
31/03/2017,143.72,144.27,143.01,143.66,19661651
30/03/2017,144.19,144.5,143.5,143.93,21207252
29/03/2017,143.68,144.49,143.19,144.12,29189955
28/03/2017,140.91,144.04,140.62,143.8,33374805
27/03/2017,139.39,141.22,138.62,140.88,23575094
24/03/2017,141.5,141.74,140.35,140.64,22395563
23/03/2017,141.26,141.5844,140.61,140.92,20346301
22/03/2017,139.845,141.6,139.76,141.42,25860165
21/03/2017,142.11,142.8,139.73,139.84,39529912
20/03/2017,140.4,141.5,140.23,141.46,21542038
17/03/2017,141.0,141.0,139.89,139.99,43884952
16/03/2017,140.72,141.02,140.26,140.69,19231998
15/03/2017,139.41,140.7501,139.025,140.46,25691774
14/03/2017,139.3,139.65,138.84,138.99,15309065
13/03/2017,138.85,139.43,138.82,139.2,17421717
10/03/2017,139.25,139.3571,138.64,139.14,19612801
09/03/2017,138.74,138.79,137.05,138.68,22155904
08/03/2017,138.95,139.8,138.82,139.0,18707236
07/03/2017,139.06,139.98,138.79,139.52,17446297
06/03/2017,139.365,139.77,138.5959,139.34,21750044
03/03/2017,138.78,139.83,138.59,139.78,21571121
02/03/2017,140.0,140.2786,138.76,138.96,26210984
01/03/2017,137.89,140.15,137.595,139.79,36414585
28/02/2017,137.08,137.435,136.7,136.99,23482860
27/02/2017,137.14,137.435,136.28,136.93,20257426
24/02/2017,135.91,136.66,135.28,136.66,21776585
23/02/2017,137.38,137.48,136.3,136.53,20788186
22/02/2017,136.43,137.12,136.11,137.11,20836932
21/02/2017,136.23,136.75,135.98,136.7,24507156
17/02/2017,135.1,135.83,135.1,135.72,22198197
16/02/2017,135.67,135.9,134.8398,135.345,22584555
15/02/2017,135.52,136.27,134.62,135.51,35623100
14/02/2017,133.47,135.09,133.25,135.02,33226223
13/02/2017,133.08,133.82,132.75,133.29,23035421
10/02/2017,132.46,132.94,132.05,132.12,20065458
09/02/2017,131.65,132.445,131.12,132.42,28349859
08/02/2017,131.35,132.22,131.22,132.04,23004072
07/02/2017,130.54,132.09,130.45,131.53,38183841
06/02/2017,129.13,130.5,128.9,130.29,26845924
03/02/2017,128.31,129.19,128.16,129.08,24507301
02/02/2017,127.975,129.39,127.78,128.53,33710411
01/02/2017,127.03,130.49,127.01,128.75,111985040
31/01/2017,121.15,121.39,120.62,121.35,49200993
30/01/2017,120.93,121.63,120.66,121.63,30377503
27/01/2017,122.14,122.35,121.6,121.95,20562944
26/01/2017,121.67,122.44,121.6,121.94,26337576
25/01/2017,120.42,122.1,120.28,121.88,32586673
24/01/2017,119.55,120.1,119.5,119.97,23211038
23/01/2017,120.0,120.81,119.77,120.08,22050218
20/01/2017,120.45,120.45,119.7346,120.0,32597892
19/01/2017,119.4,120.09,119.37,119.78,25597291
18/01/2017,120.0,120.5,119.71,119.99,23712961
17/01/2017,118.34,120.24,118.22,120.0,34439843
13/01/2017,119.11,119.62,118.81,119.04,26111948
12/01/2017,118.895,119.3,118.21,119.25,27086220
11/01/2017,118.74,119.93,118.6,119.75,27588593
10/01/2017,118.77,119.38,118.3,119.11,24462051
09/01/2017,117.95,119.43,117.94,118.99,33561948
06/01/2017,116.78,118.16,116.47,117.91,31751900
05/01/2017,115.92,116.8642,115.81,116.61,22193587
04/01/2017,115.85,116.51,115.75,116.02,21118116
03/01/2017,115.8,116.33,114.76,116.15,28781865
30/12/2016,116.65,117.2,115.43,115.82,30586265
29/12/2016,116.45,117.1095,116.4,116.73,15039519
28/12/2016,117.52,118.0166,116.2,116.76,20905892
27/12/2016,116.52,117.8,116.49,117.26,18296855
23/12/2016,115.59,116.52,115.59,116.52,14249484
22/12/2016,116.35,116.51,115.64,116.29,26085854
21/12/2016,116.8,117.4,116.78,117.06,23783165
20/12/2016,116.74,117.5,116.68,116.95,21424965
19/12/2016,115.8,117.38,115.75,116.64,27779423
16/12/2016,116.47,116.5,115.645,115.97,44351134
15/12/2016,115.38,116.73,115.23,115.82,46524544
14/12/2016,115.04,116.2,114.98,115.19,34031834
13/12/2016,113.84,115.92,113.75,115.19,43733811
12/12/2016,113.29,115.0,112.49,113.3,26374377
09/12/2016,112.31,114.7,112.31,113.95,34402627
08/12/2016,110.86,112.43,110.6,112.12,27068316
07/12/2016,109.26,111.19,109.16,111.03,29998719
06/12/2016,109.5,110.36,109.19,109.95,26195462
05/12/2016,110.0,110.03,108.25,109.11,34324540
02/12/2016,109.17,110.09,108.85,109.9,26527997
01/12/2016,110.365,110.94,109.03,109.49,37086862
30/11/2016,111.56,112.2,110.27,110.52,36162258
29/11/2016,110.78,112.03,110.07,111.46,28528750
28/11/2016,111.43,112.465,111.39,111.57,27193983
25/11/2016,111.13,111.87,110.95,111.79,11475922
23/11/2016,111.36,111.51,110.33,111.23,27426394
22/11/2016,111.95,112.42,111.4,111.8,25965534
21/11/2016,110.12,111.99,110.01,111.73,29264571
18/11/2016,109.72,110.54,109.66,110.06,28428917
17/11/2016,109.81,110.35,108.83,109.95,27632003
16/11/2016,106.7,110.23,106.6,109.99,58840522
15/11/2016,106.57,107.68,106.1593,107.11,32264510
14/11/2016,107.32,107.809,104.08,105.71,51175504
11/11/2016,106.92,108.87,106.55,108.43,34143898
10/11/2016,111.09,111.09,105.83,107.79,57134541
09/11/2016,109.88,111.32,108.05,110.88,59176361
08/11/2016,110.31,111.72,109.7,111.06,24254179
07/11/2016,110.08,110.51,109.46,110.41,32560000
04/11/2016,108.53,110.25,108.11,108.84,30836997
03/11/2016,110.98,111.46,109.55,109.83,26932602
02/11/2016,111.4,112.35,111.23,111.59,28331709
01/11/2016,113.46,113.77,110.53,111.49,43825812
31/10/2016,113.65,114.23,113.2,113.54,26419398
28/10/2016,113.87,115.21,113.45,113.72,37861662
27/10/2016,115.39,115.86,114.1,114.48,34562045
26/10/2016,114.31,115.7,113.31,115.59,66134219
25/10/2016,117.95,118.36,117.31,118.25,48128970
24/10/2016,117.1,117.74,117.0,117.65,23538673
21/10/2016,116.81,116.91,116.28,116.6,23192665
20/10/2016,116.86,117.38,116.33,117.06,24125801
19/10/2016,117.25,117.76,113.8,117.12,20034594
18/10/2016,118.18,118.21,117.45,117.47,24553478
17/10/2016,117.33,117.84,116.78,117.55,23624896
14/10/2016,117.88,118.17,117.13,117.63,35652191
13/10/2016,116.79,117.44,115.72,116.98,35192406
12/10/2016,117.35,117.98,116.75,117.34,37586787
11/10/2016,117.7,118.69,116.2,116.3,64041043
10/10/2016,115.02,116.75,114.72,116.05,36235956
07/10/2016,114.31,114.56,113.51,114.06,24358443
06/10/2016,113.7,114.34,113.13,113.89,28779313
05/10/2016,113.4,113.66,112.69,113.05,21453089
04/10/2016,113.06,114.31,112.63,113.0,29736835
03/10/2016,112.71,113.05,112.28,112.52,21701760
30/09/2016,112.46,113.37,111.8,113.05,36379106
29/09/2016,113.16,113.8,111.8,112.18,35886990
28/09/2016,113.69,114.64,113.43,113.95,29641085
27/09/2016,113.0,113.18,112.34,113.09,24607412
26/09/2016,111.64,113.39,111.55,112.88,29869442
23/09/2016,114.42,114.79,111.55,112.71,52481151
22/09/2016,114.35,114.94,114.0,114.62,31073984
21/09/2016,113.85,113.98899999999999,112.441,113.55,36003185
20/09/2016,113.05,114.12,112.51,113.57,34514269
19/09/2016,115.19,116.18,113.25,113.58,47023046
16/09/2016,115.12,116.13,114.04,114.92,79886911
15/09/2016,113.86,115.73,113.49,115.57,90613177
14/09/2016,108.73,113.03,108.6,111.77,112340318
13/09/2016,107.51,108.79,107.24,107.95,62176190
12/09/2016,102.65,105.72,102.53,105.44,45292770
09/09/2016,104.64,105.72,103.13,103.13,46556984
08/09/2016,107.25,107.27,105.24,105.52,53002026
07/09/2016,107.83,108.76,107.07,108.36,42364328
06/09/2016,107.9,108.3,107.51,107.7,26880391
02/09/2016,107.7,108.0,106.82,107.73,26802450
01/09/2016,106.14,106.8,105.62,106.73,26701523
31/08/2016,105.66,106.5699,105.64,106.1,29662406
30/08/2016,105.8,106.5,105.5,106.0,24863945
29/08/2016,106.62,107.44,106.29,106.82,24970300
26/08/2016,107.41,107.95,106.31,106.94,27766291
25/08/2016,107.39,107.88,106.68,107.57,25086248
24/08/2016,108.565,108.75,107.68,108.03,23675081
23/08/2016,108.59,109.32,108.53,108.85,21257669
22/08/2016,108.86,109.1,107.85,108.51,25820230
19/08/2016,108.77,109.69,108.36,109.36,25368072
18/08/2016,109.23,109.6,109.02,109.08,21984703
17/08/2016,109.1,109.37,108.34,109.22,25355976
16/08/2016,109.63,110.23,109.21,109.38,33794448
15/08/2016,108.14,109.54,108.08,109.48,25868209
12/08/2016,107.78,108.44,107.78,108.18,18660434
11/08/2016,108.52,108.93,107.85,107.93,27484506
10/08/2016,108.71,108.9,107.76,108.0,24008505
09/08/2016,108.23,108.94,108.01,108.81,26315204
08/08/2016,107.52,108.37,107.16,108.37,28037220
05/08/2016,106.27,107.65,106.18,107.48,40553402
04/08/2016,105.58,106.0,105.28,105.87,27408650
03/08/2016,104.81,105.84,104.77,105.79,30202641
02/08/2016,106.05,106.07,104.0,104.48,33816556
01/08/2016,104.41,106.15,104.41,106.05,38167871
29/07/2016,104.19,104.55,103.68,104.21,27733688
28/07/2016,102.83,104.45,102.82,104.34,39869839
27/07/2016,104.265,104.35,102.75,102.95,92344820
26/07/2016,96.82,97.97,96.42,96.67,56239822
25/07/2016,98.25,98.84,96.92,97.34,40382921
22/07/2016,99.26,99.3,98.31,98.66,28313669
21/07/2016,99.83,101.0,99.13,99.43,32702028
20/07/2016,100.0,100.46,99.735,99.96,26275968
19/07/2016,99.56,100.0,99.34,99.87,23779924
18/07/2016,98.7,100.13,98.6,99.83,36493867
15/07/2016,98.92,99.3,98.5,98.78,30136990
14/07/2016,97.39,98.99,97.32,98.79,38918997
13/07/2016,97.41,97.67,96.84,96.87,25892171
12/07/2016,97.17,97.7,97.12,97.42,24167463
11/07/2016,96.75,97.65,96.73,96.98,23794945
08/07/2016,96.49,96.89,96.05,96.68,28912103
07/07/2016,95.7,96.5,95.62,95.94,25139558
06/07/2016,94.6,95.66,94.37,95.53,30949090
05/07/2016,95.39,95.4,94.46,94.99,27705210
01/07/2016,95.49,96.465,95.33,95.89,26026540
30/06/2016,94.44,95.77,94.3,95.6,35836356
29/06/2016,93.97,94.55,93.63,94.4,36531006
28/06/2016,92.9,93.66,92.14,93.59,40444914
27/06/2016,93.0,93.05,91.5,92.04,46622188
24/06/2016,92.91,94.655,92.65,93.4,75311356
23/06/2016,95.94,96.29,95.25,96.1,32240187
22/06/2016,96.25,96.89,95.35,95.55,29219122
21/06/2016,94.94,96.35,94.676,95.91,35546358
20/06/2016,96.0,96.57,95.03,95.1,34411901
17/06/2016,96.62,96.65,95.3,95.33,61008219
16/06/2016,96.45,97.75,96.07,97.55,31326815
15/06/2016,97.82,98.41,97.03,97.14,29445227
14/06/2016,97.32,98.475,96.75,97.46,31931944
13/06/2016,98.69,99.12,97.1,97.34,38020494
10/06/2016,98.53,99.3457,98.48,98.83,31712936
09/06/2016,98.5,99.99,98.46,99.65,26601354
08/06/2016,99.02,99.56,98.68,98.94,20848131
07/06/2016,99.25,99.87,98.96,99.03,22409450
06/06/2016,97.99,101.89,97.55,98.63,23292504
03/06/2016,97.79,98.27,97.45,97.92,28504888
02/06/2016,97.6,97.84,96.63,97.72,40191600
01/06/2016,99.02,99.54,98.33,98.46,29173285
31/05/2016,99.6,100.4,98.82,99.86,42307212
27/05/2016,99.44,100.47,99.245,100.35,36341240
26/05/2016,99.68,100.73,98.64,100.41,56331159
25/05/2016,98.67,99.74,98.11,99.62,38642108
24/05/2016,97.22,98.09,96.84,97.9,35140174
23/05/2016,95.87,97.19,95.67,96.43,38018643
20/05/2016,94.64,95.43,94.52,95.22,32025968
19/05/2016,94.64,94.64,93.57,94.2,30442100
18/05/2016,94.16,95.21,93.89,94.56,42062391
17/05/2016,94.55,94.7,93.01,93.49,46916939
16/05/2016,92.39,94.39,91.65,93.88,61259756
13/05/2016,90.0,91.67,90.0,90.52,44392765
12/05/2016,92.72,92.78,89.47,90.34,76314690
11/05/2016,93.48,93.57,92.46,92.51,28719109
10/05/2016,93.33,93.57,92.11,93.42,33686836
09/05/2016,93.0,93.77,92.59,92.79,32936436
06/05/2016,93.37,93.45,91.85,92.72,43699886
05/05/2016,94.0,94.07,92.68,93.24,35890500
04/05/2016,95.2,95.9,93.82,94.19,41025475
03/05/2016,94.2,95.74,93.68,95.18,56831277
02/05/2016,93.965,94.08,92.4,93.64,48160104
29/04/2016,93.99,94.72,92.51,93.74,68531478
28/04/2016,97.61,97.88,94.25,94.83,82242690
27/04/2016,96.0,98.71,95.68,97.82,114602142
26/04/2016,103.91,105.3,103.91,104.35,56016165
25/04/2016,105.0,105.65,104.51,105.08,28031588
22/04/2016,105.01,106.48,104.62,105.68,33683121
21/04/2016,106.93,106.93,105.52,105.97,31552525
20/04/2016,106.64,108.09,106.06,107.13,30611030
19/04/2016,107.88,108.0,106.23,106.91,32384879
18/04/2016,108.89,108.95,106.94,107.48,60821461
15/04/2016,112.11,112.3,109.73,109.85,46938969
14/04/2016,111.62,112.39,111.33,112.1,25473923
13/04/2016,110.8,112.34,110.8,112.04,33257316
12/04/2016,109.34,110.5,108.66,110.44,27232325
11/04/2016,108.97,110.61,108.83,109.02,29407518
08/04/2016,108.91,109.77,108.17,108.66,23581740
07/04/2016,109.95,110.42,108.12100000000001,108.54,31801870
06/04/2016,110.23,110.98,109.2,110.96,26404077
05/04/2016,109.51,110.73,109.42,109.81,26578652
04/04/2016,110.42,112.19,110.27,111.12,37356204
01/04/2016,108.78,110.0,108.2,109.99,25873950
31/03/2016,109.72,109.9,108.88,108.99,25888449
30/03/2016,108.65,110.42,108.6,109.56,45601149
29/03/2016,104.89,107.79,104.88,107.68,31190083
28/03/2016,106.0,106.19,105.06,105.19,19411372
24/03/2016,105.47,106.25,104.89,105.67,26132955
23/03/2016,106.48,107.07,105.9,106.13,25703495
22/03/2016,105.25,107.29,105.21,106.72,32444375
21/03/2016,105.93,107.65,105.1401,105.91,35502678
18/03/2016,106.34,106.5,105.19,105.92,44205171
17/03/2016,105.52,106.47,104.96,105.8,34420705
16/03/2016,104.61,106.31,104.59,105.97,38303493
15/03/2016,103.96,105.18,103.85,104.58,40067734
14/03/2016,101.91,102.91,101.78,102.52,25076062
11/03/2016,102.24,102.28,101.5,102.26,27408237
10/03/2016,101.41,102.24,100.15,101.17,33513577
09/03/2016,101.31,101.58,100.27,101.12,27201683
08/03/2016,100.78,101.76,100.4,101.03,31182194
07/03/2016,102.39,102.83,100.96,101.87,35915810
04/03/2016,102.37,103.75,101.37,103.01,46055100
03/03/2016,100.58,101.7099,100.45,101.5,36955742
02/03/2016,100.51,100.89,99.64,100.75,33169560
01/03/2016,97.65,100.77,97.42,100.53,50407147
29/02/2016,96.86,98.23,96.65,96.69,35216277
26/02/2016,97.2,98.0237,96.58,96.91,28991131
25/02/2016,96.05,96.76,95.25,96.76,27582659
24/02/2016,93.98,96.38,93.32,96.1,36255745
23/02/2016,96.4,96.5,94.55,94.69,31942633
22/02/2016,96.31,96.9,95.92,96.88,34280758
19/02/2016,96.0,96.7599,95.8,96.04,35374173
18/02/2016,98.84,98.89,96.09100000000001,96.26,39020983
17/02/2016,96.67,98.21,96.15,98.12,44863243
16/02/2016,95.02,96.85,94.61,96.64,49057916
12/02/2016,94.19,94.5,93.01,93.99,40351381
11/02/2016,93.79,94.72,92.59,93.7,50074711
10/02/2016,95.92,96.35,94.1,94.27,42343601
09/02/2016,94.29,95.94,93.93,94.99,44331195
08/02/2016,93.13,95.7,93.04,95.01,54021375
05/02/2016,96.52,96.92,93.69,94.02,46418064
04/02/2016,95.86,97.33,95.19,96.6,46471652
03/02/2016,95.0,96.84,94.08,96.35,45964294
02/02/2016,95.42,96.04,94.28,94.48,37357215
01/02/2016,96.47,96.71,95.4,96.43,40943541
29/01/2016,94.79,97.34,94.35,97.34,64416504
28/01/2016,93.79,94.52,92.39,94.09,55678825
27/01/2016,96.04,96.6289,93.34,93.42,133369674
26/01/2016,99.93,100.88,98.07,99.99,75077002
25/01/2016,101.52,101.53,99.21,99.44,51794525
22/01/2016,98.63,101.46,98.37,101.42,65800467
21/01/2016,97.06,97.88,94.94,96.3,52161463
20/01/2016,95.1,98.1897,93.42,96.79,72334416
19/01/2016,98.41,98.65,95.5,96.66,53087747
15/01/2016,96.2,97.71,95.36,97.13,79833891
14/01/2016,97.96,100.48,95.74,99.52,63170127
13/01/2016,100.32,101.19,97.3,97.39,62439631
12/01/2016,100.55,100.69,98.8399,99.96,49154227
11/01/2016,98.97,99.06,97.34,98.53,49739377
08/01/2016,98.55,99.11,96.76,96.96,70798016
07/01/2016,98.68,100.13,96.43,96.45,81094428
06/01/2016,100.56,102.37,99.87,100.7,68457388
05/01/2016,105.75,105.85,102.41,102.71,55790992
04/01/2016,102.61,105.368,102.0,105.35,67649387
31/12/2015,107.01,107.03,104.82,105.26,40912316
30/12/2015,108.58,108.7,107.18,107.32,25213777
29/12/2015,106.96,109.43,106.86,108.74,30931243
28/12/2015,107.59,107.69,106.1807,106.82,26704210
24/12/2015,109.0,109.0,107.95,108.03,13596680
23/12/2015,107.27,108.85,107.2,108.61,32657354
22/12/2015,107.4,107.72,106.45100000000001,107.23,32789367
21/12/2015,107.28,107.37,105.57,107.33,47590610
18/12/2015,108.91,109.52,105.81,106.03,96453327
17/12/2015,112.02,112.25,108.98,108.98,44772827
16/12/2015,111.07,111.99,108.8,111.34,56238467
15/12/2015,111.94,112.8,110.35,110.49,53323105
14/12/2015,112.18,112.68,109.79,112.48,65003609
11/12/2015,115.19,115.39,112.851,113.18,46886161
10/12/2015,116.04,116.94,115.51,116.17,29212727
09/12/2015,117.64,117.69,115.08,115.62,46361357
08/12/2015,117.52,118.6,116.86,118.23,34309450
07/12/2015,118.98,119.86,117.81,118.28,32084249
04/12/2015,115.29,119.25,115.11,119.03,57776977
03/12/2015,116.55,116.79,114.22,115.2,41569509
02/12/2015,117.05,118.11,116.08,116.28,33386563
01/12/2015,118.75,118.81,116.86,117.34,34852374
30/11/2015,117.99,119.41,117.75,118.3,39180322
27/11/2015,118.29,118.41,117.6,117.81,13046445
25/11/2015,119.21,119.23,117.92,118.03,21388308
24/11/2015,117.33,119.35,117.12,118.88,42803172
23/11/2015,119.27,119.73,117.34,117.75,32482528
20/11/2015,119.2,119.92,118.85,119.3,34287096
19/11/2015,117.64,119.75,116.76,118.78,43295820
18/11/2015,115.76,117.49,115.5,117.29,46674697
17/11/2015,114.92,115.05,113.32,113.69,27583101
16/11/2015,111.38,114.24,111.0,114.175,38106701
13/11/2015,115.2,115.57,112.27,112.34,45812403
12/11/2015,116.26,116.82,115.65,115.72,32525579
11/11/2015,116.37,117.42,115.21,116.11,45217971
10/11/2015,116.9,118.07,116.061,116.77,59127931
09/11/2015,120.96,121.81,120.05,120.57,33871405
06/11/2015,121.11,121.81,120.62,121.06,33042283
05/11/2015,121.85,122.69,120.18,120.92,39552680
04/11/2015,123.13,123.82,121.62,122.0,44886050
03/11/2015,120.79,123.49,120.7,122.57,45518976
02/11/2015,119.87,121.36,119.61,121.18,32203267
30/10/2015,120.99,121.22,119.45,119.5,49365254
29/10/2015,118.7,120.69,118.27,120.53,51227334
28/10/2015,116.93,119.3,116.06,119.27,85551352
27/10/2015,115.4,116.54,113.99,114.55,69884400
26/10/2015,118.08,118.13,114.92,115.28,66333781
23/10/2015,116.7,119.228,116.33,119.08,59366914
22/10/2015,114.33,115.5,114.1,115.5,41654089
21/10/2015,114.0,115.58,113.7,113.76,42326974
20/10/2015,111.34,114.17,110.82,113.77,48967763
19/10/2015,110.8,111.75,110.11,111.73,29759153
16/10/2015,111.78,112.0,110.53,111.04,39232609
15/10/2015,110.93,112.1,110.49,111.86,37673452
14/10/2015,111.29,111.52,109.56,110.21,44462449
13/10/2015,110.82,112.45,110.68,111.79,33049256
12/10/2015,112.73,112.75,111.44,111.6,30467204
09/10/2015,110.0,112.28,109.49,112.12,52766140
08/10/2015,110.19,110.19,108.21,109.5,61979577
07/10/2015,111.74,111.77,109.41,110.78,46765550
06/10/2015,110.63,111.74,109.765,111.31,48856977
05/10/2015,109.88,111.3698,109.07,110.78,52064743
02/10/2015,108.01,111.0136,107.55,110.38,58019758
01/10/2015,109.07,109.62,107.31,109.58,63929100
30/09/2015,110.17,111.54,108.73,109.95,65041596
29/09/2015,112.83,113.51,107.86,109.06,73365384
28/09/2015,113.85,114.57,112.44,112.44,50782189
25/09/2015,116.44,116.69,114.02,114.71,56151926
24/09/2015,113.25,115.5,112.37,115.0,50219475
23/09/2015,113.63,114.72,113.3,114.32,35756716
22/09/2015,113.38,114.18,112.5201,113.4,50346159
21/09/2015,113.67,115.37,113.66,115.21,50221965
18/09/2015,112.21,114.3,111.87,113.45,74285291
17/09/2015,115.66,116.49,113.715,113.92,64112641
16/09/2015,116.25,116.54,115.44,116.41,37173489
15/09/2015,115.93,116.53,114.42,116.28,43341155
14/09/2015,116.58,116.89,114.86,115.31,58363431
11/09/2015,111.79,114.21,111.76,114.21,49915473
10/09/2015,110.27,113.2825,109.9,112.57,62892831
09/09/2015,113.76,114.02,109.77,110.15,85010804
08/09/2015,111.65,112.56,110.32,112.31,54843626
04/09/2015,108.97,110.45,108.51,109.27,49996311
03/09/2015,112.49,112.78,110.04,110.37,53233940
02/09/2015,110.0,112.34,109.131,112.34,61888812
01/09/2015,110.18,111.88,107.36,107.72,76845860
31/08/2015,112.13,114.53,112.0,112.76,56229271
28/08/2015,112.17,113.31,111.54,113.29,53164407
27/08/2015,112.25,113.24,110.02,112.92,84616056
26/08/2015,107.085,109.89,105.05,109.69,96774611
25/08/2015,111.11,111.11,103.5,103.74,103601599
24/08/2015,94.87,108.8,92.0,103.12,162206292
21/08/2015,110.43,111.9,105.645,105.76,128275471
20/08/2015,114.08,114.35,111.63,112.65,68501622
19/08/2015,116.1,116.52,114.68,115.01,48286510
18/08/2015,116.43,117.44,116.01,116.5,34560708
17/08/2015,116.04,117.65,115.5,117.16,40884745
14/08/2015,114.32,116.31,114.01,115.96,42929516
13/08/2015,116.04,116.4,114.54,115.15,48535789
12/08/2015,112.53,115.42,109.63,115.24,101685610
11/08/2015,117.81,118.18,113.33,113.49,97082814
10/08/2015,116.53,119.99,116.53,119.72,54951597
07/08/2015,114.58,116.25,114.5,115.52,38670405
06/08/2015,115.97,116.5,114.115,115.13,52903040
05/08/2015,112.95,117.44,112.1,115.4,98384461
04/08/2015,117.42,117.7,113.25,114.64,124138623
03/08/2015,121.5,122.57,117.52,118.44,69975968
31/07/2015,122.6,122.6425,120.91,121.3,42884953
30/07/2015,122.32,122.5699,121.71,122.37,33628268
29/07/2015,123.15,123.5,122.27,122.99,37011653
28/07/2015,123.38,123.91,122.55,123.38,33618097
27/07/2015,123.09,123.61,122.12,122.77,44455540
24/07/2015,125.32,125.74,123.9,124.5,42162332
23/07/2015,126.2,127.09,125.06,125.16,50999452
22/07/2015,121.99,125.5,121.99,125.22,115450607
21/07/2015,132.85,132.92,130.32,130.75,76756427
20/07/2015,130.97,132.97,130.7,132.07,58900203
17/07/2015,129.08,129.62,128.31,129.62,46164710
16/07/2015,127.74,128.57,127.35,128.51,36222447
15/07/2015,125.72,127.15,125.58,126.82,33649200
14/07/2015,126.04,126.37,125.04,125.61,31768139
13/07/2015,125.03,125.755,124.32,125.66,41440538
10/07/2015,121.94,123.85,121.21,123.28,61354474
09/07/2015,123.85,124.06,119.22,120.07,78595038
08/07/2015,124.48,124.64,122.54,122.57,60761614
07/07/2015,125.89,126.15,123.77,125.69,46946811
06/07/2015,124.94,126.23,124.85,126.0,28060431
02/07/2015,126.43,126.69,125.77,126.44,27210952
01/07/2015,126.9,126.94,125.99,126.6,30238811
30/06/2015,125.57,126.12,124.86,125.425,44370682
29/06/2015,125.46,126.47,124.48,124.53,49161427
26/06/2015,127.67,127.99,126.51,126.75,44066841
25/06/2015,128.86,129.2,127.5,127.5,31938100
24/06/2015,127.21,129.8,127.12,128.11,55280855
23/06/2015,127.48,127.61,126.8792,127.03,30268863
22/06/2015,127.49,128.06,127.08,127.61,34039345
19/06/2015,127.71,127.82,126.4,126.6,54716887
