Date,Open,High,Low,Close,Volume
21/11/2017,170.78,173.7,170.78,173.14,24875471
20/11/2017,170.29,170.56,169.56,169.98,15974387
17/11/2017,171.04,171.39,169.64,170.15,21665811
16/11/2017,171.18,171.87,170.3,171.1,23497326
15/11/2017,169.97,170.3197,168.38,169.08,28702351
14/11/2017,173.04,173.48,171.18,171.34,23588451
13/11/2017,173.5,174.5,173.4,173.97,16828025
10/11/2017,175.11,175.38,174.27,174.67,25061183
09/11/2017,175.11,176.095,173.14,175.88,28636531
07/11/2017,173.91,175.25,173.6,174.81,23910914
06/11/2017,172.365,174.99,171.72,174.25,34242566
03/11/2017,174.0,174.26,171.12,172.5,58683826
02/11/2017,167.64,168.5,165.28,168.11,32710040
01/11/2017,169.87,169.94,165.61,166.89,33100847
31/10/2017,167.9,169.6499,166.94,169.04,35474672
30/10/2017,163.89,168.07,163.72,166.72,43923292
27/10/2017,159.29,163.6,158.7,163.05,43904150
26/10/2017,157.23,157.8295,156.78,157.41,16751691
25/10/2017,156.91,157.55,155.27,156.405,20126554
24/10/2017,156.29,157.42,156.2,157.1,17137731
23/10/2017,156.89,157.69,155.5,156.17,21654461
20/10/2017,156.61,157.75,155.96,156.16,23612246
19/10/2017,156.75,157.08,155.02,155.98,42111326
18/10/2017,160.42,160.71,159.6,159.76,16158659
17/10/2017,159.78,160.87,159.23,160.47,18816438
16/10/2017,157.9,160.0,157.65,159.88,23894630
13/10/2017,156.73,157.28,156.41,156.99,16287608
12/10/2017,156.35,157.37,155.7299,156.0,16045720
11/10/2017,155.97,156.98,155.75,156.55,16607693
10/10/2017,156.055,158.0,155.1,155.9,15456331
09/10/2017,155.81,156.73,155.485,155.84,16200129
06/10/2017,154.97,155.49,154.56,155.3,16423749
05/10/2017,154.18,155.44,154.05,155.39,21032800
04/10/2017,153.63,153.86,152.46,153.4508,19844177
03/10/2017,154.01,155.09,153.91,154.48,16146388
02/10/2017,154.26,154.45,152.72,153.81,18524860
29/09/2017,153.21,154.13,152.0,154.12,25856530
28/09/2017,153.89,154.28,152.7,153.28,21896592
27/09/2017,153.8,154.7189,153.54,154.23,24959552
26/09/2017,151.78,153.92,151.69,153.14,35470985
25/09/2017,149.99,151.83,149.16,150.55,43922334
22/09/2017,152.02,152.27,150.56,151.89,46114424
21/09/2017,155.8,155.8,152.75,153.39,36643382
20/09/2017,157.9,158.26,153.83,156.07,51693239
19/09/2017,159.51,159.77,158.44,158.73,20347352
18/09/2017,160.11,160.5,157.995,158.67,27939718
15/09/2017,158.47,160.97,158.0,159.88,48203642
14/09/2017,158.99,159.4,158.09,158.28,23073646
13/09/2017,159.87,159.96,157.91,159.65,44393752
12/09/2017,162.61,163.96,158.77,160.82,71139119
11/09/2017,160.5,162.05,159.89,161.5,31028926
08/09/2017,160.86,161.15,158.53,158.63,28183159
07/09/2017,162.09,162.24,160.36,161.26,21722995
06/09/2017,162.71,162.99,160.52,161.91,21179047
05/09/2017,163.75,164.25,160.56,162.08,29317054
01/09/2017,164.8,164.94,163.63,164.05,16508568
31/08/2017,163.64,164.52,163.48,164.0,26412439
30/08/2017,163.8,163.89,162.61,163.35,26973946
29/08/2017,160.1,163.12,160.0,162.91,29307862
28/08/2017,160.14,162.0,159.93,161.47,25279674
25/08/2017,159.65,160.56,159.27,159.86,25015218
24/08/2017,160.43,160.74,158.55,159.27,19029621
23/08/2017,159.07,160.47,158.88,159.98,19198189
22/08/2017,158.23,160.0,158.02,159.78,21297812
21/08/2017,157.5,157.89,155.1101,157.21,26145653
18/08/2017,157.86,159.5,156.72,157.5,27012525
17/08/2017,160.52,160.71,157.84,157.87,26925694
16/08/2017,161.94,162.51,160.15,160.95,27321761
15/08/2017,160.66,162.195,160.14,161.6,27936774
14/08/2017,159.32,160.21,158.75,159.85,21754810
11/08/2017,156.6,158.5728,156.07,157.48,25943187
10/08/2017,159.9,160.0,154.63,155.27,39081017
09/08/2017,159.26,161.27,159.11,161.06,25640394
08/08/2017,158.6,161.83,158.27,160.08,35775675
04/08/2017,156.07,157.4,155.69,156.39,20349532
03/08/2017,157.05,157.21,155.02,155.57,26000738
02/08/2017,159.28,159.75,156.16,157.14,69222793
01/08/2017,149.1,150.22,148.41,150.05,24725526
31/07/2017,149.9,150.33,148.13,148.85,19422655
28/07/2017,149.89,150.23,149.19,149.5,16832947
27/07/2017,153.75,153.99,147.3,150.56,32175875
26/07/2017,153.35,153.93,153.06,153.46,15172136
25/07/2017,151.8,153.84,151.8,152.74,18612649
24/07/2017,150.58,152.44,149.9,152.09,21122730
21/07/2017,149.99,150.44,148.88,150.27,24671002
20/07/2017,151.5,151.74,150.19,150.34,17053326
19/07/2017,150.48,151.42,149.95,151.02,20615419
18/07/2017,149.2,150.13,148.67,150.08,17713795
17/07/2017,148.82,150.9,148.57,149.56,23243713
14/07/2017,147.97,149.33,147.33,149.04,19961788
13/07/2017,145.5,148.49,145.44,147.77,24922788
12/07/2017,145.87,146.18,144.82,145.74,23617964
11/07/2017,144.73,145.85,144.38,145.53,18311156
10/07/2017,144.11,145.95,143.37,145.06,21030466
07/07/2017,142.9,144.75,142.9,144.18,18505351
06/07/2017,143.02,143.5,142.41,142.73,23374374
